feature,importance_mean,importance_std
time_web,6.249558088654071,0.17809055181840583
past_spend,0.27981294039079196,0.012142238856169394
number_past_order,0.10743630649268035,0.008171899334956842
ad_channel,0.07138765923802257,0.009526919683123388
voucher,0.022920685527152252,0.010891841501381876
